NP,Sítio,Coleta,Nível,Localização,Técnica de transformação,Matéria-prima,Classe artefatual,Tipo de córtex,Alterações da superfície,Comprimento,Largura,Espessura,Tipo de lascas,Talão,Preparação no talão,Canto ventral do plano de percussão direto,Forma do bulbo,Número de cicatrizes,Direção das cicatrizes,Perfil,Tipo de núcleo,Tipo de plataforma de percussão,Preparação,Tipo de instrumento,Base de modificação primária,Quantidade de gumes,Sentido de utilização da lasca
Ant 8,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzito,Lasca,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Quartzo leitoso,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Quartzo leitoso,Natural,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Sem transformação,Quartzo leitoso,Natural,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 8,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 9.1,Barra D’Anta,C1,Superfície,I,Sem transformação,Quartzito,Natural,Seixo,Sem alteração,5 a 6 cm,4 a 5 cm,3 a 4 cm,,,,,,,,,,,,,,,
Ant 9.2,Barra D’Anta,C1,Superfície,I,Indeterminado,Basalto,Detrito,Indeterminado,Queima/Alteração de cor,4 a 5 cm,3 a 4 cm,2 a 3 cm,,,,,,,,,,,,,,,
Ant 9.3,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Inexistente,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,,,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Indeterminado
Ant 9.4,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Inexistente,Sem alteração,4 a 5 cm,3 a 4 cm,2 a 3 cm,,,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Indeterminado
Ant 9.5,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,3 a 4 cm,1 a 2 cm,Lasca cortical,Cortical,Sem preparação,Sem formação de lábio,Difuso,Nenhuma,Sem informação,Retilíneo,,,,,,,
Ant 9.6,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,3 a 4 cm,1 a 2 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Pronunciado,2,Paralela,Helicoidal,,,,,,,
Ant 9.7,Barra D’Anta,C1,Superfície,I,Sem transformação,Indeterminado,Natural,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 9.8,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Pronunciado,4 ou +,Ortogonal,Helicoidal,,,,,,,
Ant 9.9,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Indeterminado,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Indeterminado,Liso,Indeterminado,Indeterminado,Indeterminado,2,Indeterminado,Retilíneo,,,,,,,
Ant 9.10,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Seixo,Sem alteração,4 a 5 cm,1 a 2 cm,1 a 2 cm,,,,,,,,,,,,Unifacial,Indeterminado,1,Lateral
Ant 9.11,Barra D’Anta,C1,Superfície,I,Indeterminado,Quartzito,Detrito,Indeterminado,Sem alteração,2 a 3 cm,1 a 2 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 9.12,Barra D’Anta,C1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Difuso,3,Ortogonal,Retilíneo,,,,,,,
Ant 9.13,Barra D’Anta,C1,Superfície,I,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Indeterminado,Quartzo leitoso,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 9,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 10.1,Barra D’Anta,C2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Pronunciado,4 ou +,Ortogonal,Helicoidal,,,,,,,
Ant 10.2,Barra D’Anta,C2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,3 a 4 cm,0 a 1 cm,Lasca de debitagem,Linear,Sem preparação,Sem formação de lábio,Pronunciado,2,Paralela,Retilíneo,,,,,,,
Ant 10.3,Barra D’Anta,C2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Indeterminado,3,Ortogonal,Retilíneo,,,,,,,
Ant 10.4,Barra D’Anta,C2,Superfície,I,Sem transformação,Silexito,Natural,Seixo,Pátina,2 a 3 cm,1 a 2 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 10.5,Barra D’Anta,C2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Retirado,Indeterminado,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 10.6,Barra D’Anta,C2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Lasca cortical,Cortical,Indeterminado,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 10.7,Barra D’Anta,C2,Superfície,I,Lascamento Unipolar,Basalto,Instrumento,Inexistente,Sem alteração,3 a 4 cm,5 a 6 cm,1 a 2 cm,,,,,,,,,,,,Bifacial,Lasca unipolar,Indeterminado,Indeterminado
Ant 10.8,Barra D’Anta,C2,Superfície,I,Sem transformação,Silexito,Natural,Seixo,Pátina,2 a 3 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 10,Barra D’Anta,-,Superfície,-,Indeterminado,Basalto,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 11.1,Barra D’Anta,C3,Superfície,I,Sem transformação,Indeterminado,Natural,Seixo,Sem alteração,4 a 5 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 11.2,Barra D’Anta,C3,Superfície,I,Lascamento Unipolar,Arenito silicificado,Instrumento,Inexistente,Sem alteração,3 a 4 cm,4 a 5 cm,1 a 2 cm,,,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Indeterminado
Ant 11.3,Barra D’Anta,C3,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Indeterminado,Sem alteração,2 a 3 cm,3 a 4 cm,1 a 2 cm,Indeterminado,Liso,Sem preparação,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 11.4,Barra D’Anta,C3,Superfície,I,Lascamento bipolar,Silexito,Lasca,Seixo,Sem alteração,4 a 5 cm,3 a 4 cm,2 a 3 cm,Lasca cortical,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Nenhuma,Sem informação,Retilíneo,,,,,,,
Ant 11.5,Barra D’Anta,C3,Superfície,I,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 11.6,Barra D’Anta,C3,Superfície,I,Indeterminado,Basalto,Detrito,Indeterminado,Sem alteração,4 a 5 cm,3 a 4 cm,3 a 4 cm,,,,,,,,,,,,,,,
Ant 11.7,Barra D’Anta,C3,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,Lasca cortical,Liso,Sem preparação,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 11.8,Barra D’Anta,C3,Superfície,I,Sem transformação,Quartzito,Natural,Seixo,Sem alteração,2 a 3 cm,1 a 2 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 11.9,Barra D’Anta,C3,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,5 a 6 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Diedro,Com preparação,Com formação de lábio,Difuso,1,Uma cicatriz apenas,Helicoidal,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Arenito silicificado,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 11,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 12.1,Barra D’Anta,C4,Superfície,I,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,4 ou +,Ortogonal,Retilíneo,,,,,,,
Ant 12.2,Barra D’Anta,C4,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Indeterminado,Sem alteração,2 a 3 cm,4 a 5 cm,2 a 3 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Retilíneo,,,,,,,
Ant 12.3,Barra D’Anta,C4,Superfície,I,Indeterminado,Basalto,Detrito,Indeterminado,Sem alteração,6 a 7 cm,5 a 6 cm,3 a 4 cm,,,,,,,,,,,,,,,
Ant 12.4,Barra D’Anta,C4,Superfície,I,Sem transformação,Silexito,Natural,Seixo,Pátina,6 a 7 cm,3 a 4 cm,2 a 3 cm,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Arenito silicificado,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Indeterminado,Quartzo leitoso,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 12,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 13.1,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,3 a 4 cm,1 a 2 cm,Lasca de formatação,Cortical,Sem preparação,Sem formação de lábio,Difuso,3,Paralela,Curvo,,,,,,,
Ant 13.2,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Inexistente,Sem alteração,2 a 3 cm,3 a 4 cm,1 a 2 cm,Indeterminado,Liso,Sem preparação,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 13.3,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Cortical,Sem preparação,Sem formação de lábio,Pronunciado,2,Centrípeta,Retilíneo,,,,,,,
Ant 13.4,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,Lasca cortical,Liso,Indeterminado,Indeterminado,Indeterminado,Nenhuma,Sem informação,Curvo,,,,,,,
Ant 13.5,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,3 a 4 cm,1 a 2 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Pronunciado,2,Paralela,Helicoidal,,,,,,,
Ant 13.6,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Indeterminado,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,Indeterminado,Liso,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Sem informação,Retilíneo,,,,,,,
