NP,Sítio,Coleta,Nível,Localização,Técnica de transformação,Matéria-prima,Classe artefatual,Tipo de córtex,Alterações da superfície,Comprimento,Largura,Espessura,Tipo de lascas,Talão,Preparação no talão,Canto ventral do plano de percussão direto,Forma do bulbo,Número de cicatrizes,Direção das cicatrizes,Perfil,Tipo de núcleo,Tipo de plataforma de percussão,Preparação,Tipo de instrumento,Base de modificação primária,Quantidade de gumes,Sentido de utilização da lasca
Ant 13.7,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,2,Paralela,Helicoidal,,,,,,,
Ant 13.8,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca cortical,Diedro,Sem preparação,Sem formação de lábio,Pronunciado,Nenhuma,Sem informação,Retilíneo,,,,,,,
Ant 13.9,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,4 ou +,Ortogonal,Indeterminado,,,,,,,
Ant 13.10,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Lasca de formatação,Linear,Sem preparação,Sem formação de lábio,Pronunciado,4 ou +,Ortogonal,Retilíneo,,,,,,,
Ant 13.11,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,1 a 2 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Helicoidal,,,,,,,
Ant 13.12,Barra D’Anta,D1,Superfície,I,Sem transformação,Quartzito,Natural,Seixo,Sem alteração,5 a 6 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 13.13,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,2,Paralela,Retilíneo,,,,,,,
Ant 13.14,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Indeterminado,Lasca,Seixo,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 13.15,Barra D’Anta,D1,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Inexistente,Sem alteração,5 a 6 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Pronunciado,3,Ortogonal,Retilíneo,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Sem transformação,Silexito,Natural,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Sem transformação,Silexito,Natural,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Lascamento Unipolar,Quartzo leitoso,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 13,Barra D’Anta,-,Superfície,,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14.1,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Basalto,Instrumento,Inexistente,Sem alteração,7 a 8 cm,5 a 6 cm,2 a 3 cm,,,,,,,,,,,,Unifacial,Lasca unipolar,1,Lateral
Ant 14.2,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Seixo,Sem alteração,4 a 5 cm,4 a 5 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Difuso,Indeterminado,Sem informação,Retilíneo,,,,,,,
Ant 14.3,Barra D’Anta,D2,Superfície,I,Indeterminado,Basalto,Detrito,Indeterminado,Sem alteração,5 a 6 cm,3 a 4 cm,2 a 3 cm,,,,,,,,,,,,,,,
Ant 14.4,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,4 ou +,Centrípeta,Helicoidal,,,,,,,
Ant 14.5,Barra D’Anta,D2,Superfície,I,Indeterminado,Basalto,Detrito,Indeterminado,Sem alteração,4 a 5 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 14.6,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Inexistente,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,2,Paralela,Retilíneo,,,,,,,
Ant 14.7,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,3 a 4 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Com formação de lábio,Difuso,4 ou +,Ortogonal,Helicoidal,,,,,,,
Ant 14.8,Barra D’Anta,D2,Superfície,I,Sem transformação,Indeterminado,Natural,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 14.9,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca cortical,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Nenhuma,Sem informação,Retilíneo,,,,,,,
Ant 14.10,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Arenito silicificado,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Difuso,4 ou +,Ortogonal,Retilíneo,,,,,,,
Ant 14.11,Barra D’Anta,D2,Superfície,I,Indeterminado,Silexito,Lasca,Inexistente,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Indeterminado,Indeterminado,Indeterminado,Indeterminado,2,Paralela,Retilíneo,,,,,,,
Ant 14.12,Barra D’Anta,D2,Superfície,I,Indeterminado,Quartzito,Detrito,Indeterminado,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,,,,,,,,,,,,,,,
Ant 14.13,Barra D’Anta,D2,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,0 a 1 cm,Lasca cortical,Liso,Sem preparação,Sem formação de lábio,Difuso,Nenhuma,Sem informação,Helicoidal,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Pátina,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Arenito silicificado,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 14,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 15.1,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Seixo,Sem alteração,3 a 4 cm,3 a 4 cm,0 a 1 cm,,,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Lateral
Ant 15.2,Barra D’Anta,D3,Superfície,I,Sem transformação,Quartzito,Natural,Seixo,Sem alteração,3 a 4 cm,3 a 4 cm,2 a 3 cm,,,,,,,,,,,,,,,
Ant 15.3,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Indeterminado,Lasca,Inexistente,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Difuso,3,Ortogonal,Retilíneo,,,,,,,
Ant 15.4,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Seixo,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,,,,,,,,,,,,Unifacial,Lasca unipolar,1,Distal
Ant 15.5,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Quartzito,Instrumento,Inexistente,Sem alteração,2 a 3 cm,4 a 5 cm,2 a 3 cm,,,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Indeterminado
Ant 15.6,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,0 a 1 cm,Lasca cortical,Liso,Sem preparação,Sem formação de lábio,Pronunciado,Nenhuma,Sem informação,Helicoidal,,,,,,,
Ant 15.7,Barra D’Anta,D3,Superfície,I,Sem transformação,Quartzito,Natural,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 15.8,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Basalto,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Difuso,2,Ortogonal,Retilíneo,,,,,,,
Ant 15.9,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,1 a 2 cm,3 a 4 cm,1 a 2 cm,Lasca cortical,Indeterminado,Indeterminado,Indeterminado,Indeterminado,Nenhuma,Sem informação,Retilíneo,,,,,,,
Ant 15.10,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,Lasca de debitagem,Cortical,Sem preparação,Sem formação de lábio,Pronunciado,4 ou +,Ortogonal,Helicoidal,,,,,,,
Ant 15.11,Barra D’Anta,D3,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Com formação de lábio,Difuso,4 ou +,Paralela,Helicoidal,,,,,,,
Ant 15.12,Barra D’Anta,D3,Superfície,I,Sem transformação,Silexito,Natural,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Quartzo hialino,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Indeterminado,Arenito silicificado,Detrito,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Sem transformação,Quartzito,Natural,Seixo,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 15,Barra D’Anta,-,Superfície,-,Indeterminado,Indeterminado,Detrito,Indeterminado,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 16.1,Barra D’Anta,D4,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Seixo,Sem alteração,5 a 6 cm,3 a 4 cm,2 a 3 cm,,,,,,,,,,,,Instrumento de ocasião,Lasca unipolar,Indeterminado,Indeterminado
Ant 16.2,Barra D’Anta,D4,Superfície,I,Lascamento Unipolar,Silexito,Instrumento,Inexistente,Sem alteração,4 a 5 cm,3 a 4 cm,1 a 2 cm,,,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Indeterminado
Ant 16.3,Barra D’Anta,D4,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,3 a 4 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Sem formação de lábio,Difuso,2,Paralela,Helicoidal,,,,,,,
Ant 16.4,Barra D’Anta,D4,Superfície,I,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,2 a 3 cm,3 a 4 cm,0 a 1 cm,Lasca de formatação,Facetado,Sem preparação,Com formação de lábio,Pronunciado,4 ou +,Paralela,Retilíneo,,,,,,,
Ant 16.5,Barra D’Anta,D4,Superfície,I,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,3 a 4 cm,1 a 2 cm,0 a 1 cm,,,,,,,,,,,,,,,
Ant 16.6,Barra D’Anta,D4,Superfície,I,Indeterminado,Silexito,Detrito,Seixo,Sem alteração,2 a 3 cm,2 a 3 cm,1 a 2 cm,,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Seixo,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,,,,Lasca de retoque,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Sem transformação,Silexito,Natural,Seixo,Pátina,,,,,,,,,,,,,,,,,,
Ant 16,Barra D’Anta,-,Superfície,-,Indeterminado,Quartzo leitoso,Detrito,Inexistente,Sem alteração,,,,,,,,,,,,,,,,,,
Ant 17,Barra D’Anta,D4,Superfície,-,Sem transformação,Indeterminado,Natural,Bloco,Sem alteração,19 a 20 cm,10 a 11 cm,4 a 5 cm,,,,,,,,,,,,,,,
Ant 18.1,Barra D’Anta,D4,Superfície,-,Lascamento Unipolar,Basalto,Instrumento,Seixo,Sem alteração,22 a 23 cm,5 a 6 cm,4 a 5 cm,,,,,,,,,,,,Bifacial,Seixo,Indeterminado,Indeterminado
Ant 18.2,Barra D’Anta,D4,Superfície,-,Lascamento Unipolar,Arenito silicificado,Lasca,Seixo,Sem alteração,3 a 4 cm,4 a 5 cm,1 a 2 cm,Lasca de debitagem,Cortical,Sem preparação,Sem formação de lábio,Pronunciado,1,Uma cicatriz apenas,Retilíneo,,,,,,,
Ant 18.3,Barra D’Anta,D4,Superfície,-,Lascamento Unipolar,Silexito,Lasca,Inexistente,Sem alteração,1 a 2 cm,2 a 3 cm,0 a 1 cm,Lasca de debitagem,Liso,Sem preparação,Com formação de lábio,Difuso,4 ou +,Ortogonal,Retilíneo,,,,,,,
